"Species","n","model","aic","intercept","road","forest","roadforest"
"TRES",16394,2,63910.6029280877,4.20411097076991,-0.169864913864524,NA,NA
"TRES",16394,3,63974.33270174,4.19557937294554,NA,-0.236411169387994,NA
"TRES",16394,4,63457.2736878482,4.24083749080212,-0.176690573593471,-0.25093966748719,NA
"TRES",16394,5,63385.7998232809,4.24762412557448,-0.211514287182331,-0.291549717743572,0.27721150171264
"TUTI",46446,1,129005.344317322,4.1458694015401,NA,NA,NA
"TUTI",46446,2,129007.28011761,4.14544010424173,0.00198734211602008,NA,NA
"TUTI",46446,3,128706.623690869,4.24967443895217,NA,-0.139172688515702,NA
"TUTI",46446,4,128695.028601345,4.26042783481874,-0.0243872963456829,-0.146124961526798,NA
"TUTI",46446,5,128682.995816029,4.24645046656173,0.0259465315040572,-0.128638758168867,-0.0750096695705718
"TUVU",5907,1,15475.2163549647,5.16064232731827,NA,NA,NA
"TUVU",5907,2,15255.367533085,5.23531154564453,-0.409160203110069,NA,NA
"TUVU",5907,3,15331.8004382072,5.23986846817551,NA,-0.348200161718131,NA
"TUVU",5907,4,15119.6344976846,5.31337552478755,-0.401560367879553,-0.346951296930625,NA
"TUVU",5907,5,15108.846894669,5.30052797163363,-0.323770712197389,-0.299809958754497,-0.261380786025685
"UNFL",557,1,2854.40116127638,4.26297984710833,NA,NA,NA
"UNFL",557,2,2856.20549595496,4.26579653487301,-0.0373302364480059,NA,NA
"UNFL",557,3,2851.12385187299,4.30281118422245,NA,-0.116582976032674,NA
"UNFL",557,4,2852.77580733419,4.30714527790292,-0.0501929776645081,-0.11863174365737,NA
"UNFL",557,5,2853.71293263863,4.30262627690893,0.0160169625097678,-0.106453444036562,-0.230372184356853
"VASW",495,1,1706.13046268073,4.16487425168466,NA,NA,NA
"VASW",495,2,1707.61165921196,4.17246696403679,-0.0424232983315827,NA,NA
"VASW",495,3,1670.2043119952,4.00183660166441,NA,0.321001280455839,NA
"VASW",495,4,1672.20404545368,4.00202033904532,-0.00100057829157962,0.32108966827721,NA
"VASW",495,5,1672.09565251283,3.98835846464913,0.0889328194172006,0.350360469073053,-0.226630199828445
"VATH",4541,1,17278.2861718192,4.60525916506849,NA,NA,NA
"VATH",4541,2,17275.430796711,4.61014960503667,-0.0736451563856014,NA,NA
"VATH",4541,3,17115.6358831414,4.76396426519223,NA,-0.250646610765438,NA
"VATH",4541,4,17102.0020069695,4.78007305878963,-0.136321694407391,-0.261829089230608,NA
"VATH",4541,5,17103.9900663581,4.78036750909138,-0.140480571913449,-0.26218647952882,0.00861201978547613
"VEER",20412,1,56818.1478807591,4.57130355194299,NA,NA,NA
"VEER",20412,2,55669.4423291507,4.64882647662049,-0.309171964340398,NA,NA
"VEER",20412,3,42012.3956395778,5.08573714007233,NA,-1.20506662466137,NA
"VEER",20412,4,41693.4869705781,5.13339245417382,-0.170153439111894,-1.19986794216097,NA
"VEER",20412,5,41434.0904297134,5.18400803229555,-0.437324892331573,-1.28154090693222,0.450355121061469
"VERD",592,1,3302.17632353943,4.1678222144788,NA,NA,NA
"VERD",592,2,3303.69637442249,4.16547532922824,0.0763453733067939,NA,NA
"VERD",592,3,3298.77034457258,4.14563383553669,NA,0.118636588808552,NA
"VERD",592,4,3300.16261853745,4.14286742736224,0.0868104479093559,0.118832078171481,NA
"VERD",592,5,3301.52916666773,4.14200166354049,0.130574426703412,0.123616879437091,-0.347882407131489
"VESP",20215,1,106375.604465819,4.75985007313135,NA,NA,NA
"VESP",20215,2,106291.801394085,4.77304229057381,-0.0951649443888111,NA,NA
"VESP",20215,3,106375.839072721,4.76327193489333,NA,-0.0116180016959887,NA
"VESP",20215,4,106285.672708892,4.78126441694474,-0.100437274973627,-0.0250967117101788,NA
"VESP",20215,5,106278.403899161,4.78376866303839,-0.114431614914765,-0.0326000955039593,0.102625964368043
"VGSW",6311,1,52938.6259437422,4.33799505370112,NA,NA,NA
"VGSW",6311,2,52923.4005551205,4.34348531183982,-0.0811368510273455,NA,NA
"VGSW",6311,3,52936.0514655352,4.34644494577359,NA,-0.0246772716096618,NA
"VGSW",6311,4,52920.9896086866,4.35172169573863,-0.0800855238162658,-0.0243349868841892,NA
"VGSW",6311,5,52852.2403743444,4.36090450001143,-0.207820314268689,-0.0497210149785077,0.416628558280268
"VIWA",1814,1,10941.2039752459,4.25260194099895,NA,NA,NA
"VIWA",1814,2,10943.0850867819,4.25340261923207,-0.0170346182847802,NA,NA
"VIWA",1814,3,10943.1559030476,4.25042392776723,NA,0.00496395600914694,NA
"VIWA",1814,4,10945.0418609021,4.25112001621568,-0.0168720987539923,0.00511384190939413,NA
"VIWA",1814,5,10945.2534403031,4.25414551927459,-0.0711663247143865,-0.00178462462780335,0.158489235037054
"WAVI",32490,1,123424.653023594,4.32053675090121,NA,NA,NA
"WAVI",32490,2,123113.926056498,4.34300419140241,-0.132849919935335,NA,NA
"WAVI",32490,3,123205.098276661,4.36240085792964,NA,-0.096222225919473,NA
"WAVI",32490,4,122823.874496825,4.39463408364536,-0.148249497905306,-0.112375989461424,NA
"WAVI",32490,5,122805.039383004,4.38916515552257,-0.115842090112792,-0.100933352799121,-0.0904111811183565
"WBNU",21323,1,69034.1662790781,4.16839286538657,NA,NA,NA
"WBNU",21323,2,68970.3961995165,4.18181328092508,-0.0819531249255632,NA,NA
"WBNU",21323,3,66703.2009415116,4.38946228264643,NA,-0.413725567105377,NA
"WBNU",21323,4,66619.473865494,4.40709799184109,-0.0935145457931812,-0.417614232321046,NA
"WBNU",21323,5,66617.5277513132,4.40298462132587,-0.0633168544968535,-0.410825011303867,-0.0526317593714112
"WCSP",8871,1,53022.1195039648,4.53981626764107,NA,NA,NA
"WCSP",8871,2,53024.1009517052,4.53969765144637,0.00250422647885779,NA,NA
"WCSP",8871,3,52796.6774393304,4.48705137680441,NA,0.182237458123259,NA
"WCSP",8871,4,52797.1645836652,4.48492000859484,0.0207815784960793,0.182926490866181,NA
"WCSP",8871,5,52799.1399275265,4.48485679168561,0.0224501738078111,0.183558187375597,-0.00852300923759796
"WEBL",3125,1,15341.8102868806,4.1738141835527,NA,NA,NA
"WEBL",3125,2,15338.4471728354,4.1802916250743,-0.0617486536199591,NA,NA
"WEBL",3125,3,15327.3109662771,4.14904801517562,NA,0.0798762629679531,NA
"WEBL",3125,4,15325.3165986351,4.15544301815775,-0.0530624374509954,0.0770352068425066,NA
"WEBL",3125,5,15326.9650967216,4.15460477417897,-0.0439863640514311,0.0803588856948173,-0.0447376588247154
"WEFL",5186,1,8090.51250601871,3.69426848565645,NA,NA,NA
"WEFL",5186,2,8091.34429551849,3.69626913561198,-0.0261428318213503,NA,NA
"WEFL",5186,3,8088.79378748746,3.73710378939744,NA,-0.0496652708803815,NA
"WEFL",5186,4,8088.28195213652,3.74899735312143,-0.0394373562273701,-0.0597665251022304,NA
"WEFL",5186,5,8087.96627687553,3.73840996707447,0.0614389772890747,-0.04790326836355,-0.148062711693295
"WEKI",7998,1,42641.4841673915,4.55318634172828,NA,NA,NA
"WEKI",7998,2,42634.5111678108,4.5579056576766,-0.0605310317770289,NA,NA
"WEKI",7998,3,42401.8526714801,4.50921914330827,NA,0.25132125300636,NA
"WEKI",7998,4,42398.0122640139,4.51327784665378,-0.0489627430888471,0.250290073434606,NA
"WEKI",7998,5,42399.9865726406,4.51343312440624,-0.0504620423143573,0.2493928994212,0.0124715043226822
"WEME",55507,1,312754.249709023,5.14465843454452,NA,NA,NA
"WEME",55507,2,312755.825023573,5.14503853731091,-0.00658381135177072,NA,NA
"WEME",55507,3,312708.728411938,5.13426310865243,NA,0.036363074644963,NA
"WEME",55507,4,312710.575905632,5.13421222941218,-0.00314122931933848,0.0364419602887338,NA
"WEME",55507,5,312712.168021108,5.13447475342455,-0.00683297541114589,0.0358192360918248,0.0150736311072426
"WETA",57880,1,191886.690695074,4.46272395948828,NA,NA,NA
"WETA",57880,2,191648.960966555,4.47704109749776,-0.105759894087149,NA,NA
"WETA",57880,3,191539.897473427,4.51872234920163,NA,-0.101553202402023,NA
"WETA",57880,4,191306.024771322,4.53297405731804,-0.105188221910895,-0.101291641379434,NA
"WETA",57880,5,191290.09711958,4.5373720536273,-0.149169776471158,-0.109075659227554,0.0785437238655804
"WEVI",20591,1,54821.4742428222,3.97638661289573,NA,NA,NA
"WEVI",20591,2,54823.3303596175,3.97532860034034,0.00316288302137987,NA,NA
"WEVI",20591,3,54808.4332088324,4.00145354341321,NA,-0.0399266433231586,NA
"WEVI",20591,4,54810.2324824743,4.00333719378649,-0.00386234022456352,-0.0409299207555621,NA
"WEVI",20591,5,54774.5598518358,3.9776650404278,0.0807318890895219,-0.00338848632404738,-0.149019352587124
"WEWA",11013,1,27581.0305220303,3.76906436565526,NA,NA,NA
"WEWA",11013,2,27582.4838239496,3.76727054126159,0.00937075825632256,NA,NA
"WEWA",11013,3,27552.213163532,3.89642713729543,NA,-0.142779423742598,NA
"WEWA",11013,4,27553.9193398561,3.90084753566331,-0.00701759551535713,-0.146279472206918,NA
"WEWA",11013,5,27555.9169111641,3.90049357487294,-0.00476403575943916,-0.145819764170838,-0.00280085037705873
"WEWP",30280,1,90956.4257487821,4.54012088939435,NA,NA,NA
"WEWP",30280,2,90898.7627208234,4.5505221968896,-0.0810710860559,NA,NA
"WEWP",30280,3,90875.0260297853,4.51171555763412,NA,0.0787329022083791,NA
"WEWP",30280,4,90816.5575882476,4.52206300749121,-0.0818008794399405,0.0792412180264499,NA
"WEWP",30280,5,90817.8308965299,4.52162249491774,-0.0740615959440455,0.0808310493149903,-0.0215724274247352
"WHWO",1695,1,4273.1711113847,4.49739901293007,NA,NA,NA
"WHWO",1695,2,4267.47512602568,4.51306634282547,-0.134650178545887,NA,NA
"WHWO",1695,3,4274.61366546431,4.4696313678738,NA,0.0358664561193474,NA
"WHWO",1695,4,4269.16444442861,4.49181199480913,-0.13277648234177,0.0271493795602151,NA
"WHWO",1695,5,4266.17043926012,4.52114700904213,-0.376313198900547,-0.0102558102671173,0.350578028032871
"WIFL",1714,1,4346.76782393427,4.22757340085429,NA,NA,NA
"WIFL",1714,2,4302.93998237316,4.28183247091682,-0.208790877243692,NA,NA
"WIFL",1714,3,4335.16859570915,4.19687733629301,NA,0.152316116752497,NA
"WIFL",1714,4,4295.38970252501,4.25302105270563,-0.201051735583169,0.130133088823381,NA
"WIFL",1714,5,4296.67625727214,4.24922554287046,-0.186344800254684,0.148939252230294,-0.088000384434832
"WISA",684,1,2806.23911028478,4.42213407466327,NA,NA,NA
"WISA",684,2,2808.19227985703,4.4204465091157,0.0163593346149743,NA,NA
"WISA",684,3,2800.55046835778,4.48323528326324,NA,-0.139430569569975,NA
"WISA",684,4,2801.90227050176,4.48070104283123,0.0606893141563571,-0.147822514766766,NA
"WISA",684,5,2803.90024509155,4.48032297493633,0.0666732998142338,-0.147207285757765,-0.00858780318655059
"WITU",3998,1,11298.3513603707,4.89555645745114,NA,NA,NA
"WITU",3998,2,11224.1598531007,4.94625334924342,-0.26599196089867,NA,NA
"WITU",3998,3,10506.7238969717,5.28552958293225,NA,-0.78872667239433,NA
"WITU",3998,4,10390.7251503289,5.37057641994654,-0.339190529715514,-0.82568847201549,NA
"WITU",3998,5,10392.515961764,5.36617489086943,-0.318785114756815,-0.819272277407054,-0.0353728550670942
"WIWA",16285,1,47444.9788852877,3.96498775902867,NA,NA,NA
"WIWA",16285,2,47441.4721219229,3.96940324244925,-0.0232541151257125,NA,NA
"WIWA",16285,3,47439.4568312722,3.95359322987763,NA,0.0263029797267214,NA
"WIWA",16285,4,47436.4495545293,3.95816442567167,-0.0219061796954703,0.025539321779265,NA
"WIWA",16285,5,47438.4484377372,3.95832785779652,-0.02229520531142,0.0252557161581068,0.000703178494461038
"WIWR",23525,1,47800.4744931421,4.33166719558935,NA,NA,NA
"WIWR",23525,2,47457.4226172768,4.35139322671988,-0.267967723319887,NA,NA
"WIWR",23525,3,37237.830631178,5.01604835463496,NA,-1.02692071340338,NA
"WIWR",23525,4,36735.3563714336,5.06975618040477,-0.33941071920314,-1.06062171259975,NA
"WIWR",23525,5,36692.2412980335,5.08564094788764,-0.588539980424414,-1.07977088431699,0.38137625767148
"WOSJ",2041,1,10542.8411158602,4.72350959225733,NA,NA,NA
"WOSJ",2041,2,10544.2277191369,4.7207793829283,0.0381111024245345,NA,NA
"WOSJ",2041,3,10539.7121717635,4.75112982358225,NA,-0.0626354773023695,NA
"WOSJ",2041,4,10540.971955147,4.74851061726753,0.0424542828472535,-0.0633442072128511,NA
"WOSJ",2041,5,10541.8429043891,4.7517487160131,-0.0148988816269933,-0.0709156923755747,0.119405613357268
"WOTH",19719,1,45259.7251786712,4.3152917845015,NA,NA,NA
"WOTH",19719,2,45242.4393341674,4.32669847626248,-0.047967228670978,NA,NA
"WOTH",19719,3,43326.471612599,4.77059934235497,NA,-0.604860617910968,NA
"WOTH",19719,4,43187.0071457736,4.83287142959185,-0.133733039804256,-0.643342162428686,NA
"WOTH",19719,5,43060.1128399089,4.93138404722401,-0.434929732951581,-0.757038535429331,0.409859612545355
"WREN",11664,1,30817.7529688807,4.58314664218339,NA,NA,NA
"WREN",11664,2,30819.5581031823,4.58203784921715,0.00719172665989648,NA,NA
"WREN",11664,3,30710.6812754416,4.62989976821132,NA,-0.174845280318861,NA
"WREN",11664,4,30712.3234670358,4.62844968473729,0.00946866257435354,-0.174797640496748,NA
"WREN",11664,5,30703.3546849168,4.6227311432457,0.0603794672831696,-0.154700979459129,-0.165991375034382
"WTKI",665,1,1584.85104426825,5.17914734944375,NA,NA,NA
"WTKI",665,2,1586.82493052952,5.17840520441506,0.0456279493275746,NA,NA
"WTKI",665,3,1573.98223690024,5.19769745500221,NA,-0.913683508106814,NA
"WTKI",665,4,1575.8470379677,5.19620526040732,0.103714819558535,-0.917681312343086,NA
"WTKI",665,5,1577.77698228181,5.19650360801105,0.058776860646485,-0.92362017524031,0.487004672180515
"WTPT",78,1,453.168237408579,4.72553666059861,NA,NA,NA
"WTPT",78,2,453.168747199847,4.73189064556382,-0.927433799420895,NA,NA
"WTPT",78,3,451.771342533065,4.84528486630592,NA,-0.259514373359448,NA
"WTPT",78,4,451.345236567655,4.86065809656048,-1.05628397400761,-0.276931790307239,NA
"WTPT",78,5,453.34523721686,4.86069697997662,-1.05599136540879,-0.2769322956482,1.09789072355755
"WTSP",50299,1,143442.619146688,4.42388722422527,NA,NA,NA
"WTSP",50299,2,143425.737701422,4.42136694209873,0.0365574504800247,NA,NA
"WTSP",50299,3,109714.816164936,4.98951843607456,NA,-0.94169342019156,NA
"WTSP",50299,4,109468.701488783,5.01080199587789,-0.147730596498498,-0.957747400710351,NA
"WTSP",50299,5,109384.569137736,5.01928499821782,-0.282634329895638,-0.96880547244796,0.282977642054552
"WTSW",1101,1,9969.03542503504,4.86595972989242,NA,NA,NA
"WTSW",1101,2,9902.26747603709,4.89972769232618,-0.350948303275528,NA,NA
"WTSW",1101,3,9960.4704685319,4.82709803662008,NA,0.0926944528969768,NA
"WTSW",1101,4,9894.45099797437,4.86217850877542,-0.349109281967828,0.0890230259694745,NA
"WTSW",1101,5,9870.73270334612,4.8845644534416,-0.496037527743454,0.0350301717343785,0.465804354880577
"WWCR",1926,1,4206.18518245973,3.93480125216437,NA,NA,NA
"WWCR",1926,2,4202.1868648952,3.93876948811015,-0.181059231789648,NA,NA
"WWCR",1926,3,4119.43817062346,4.13557479378924,NA,-0.267843929532135,NA
"WWCR",1926,4,4110.42447894848,4.14853843804709,-0.261175247831972,-0.277650392233973,NA
"WWCR",1926,5,4112.34806809411,4.14940271946885,-0.293109606298658,-0.278720772588819,0.0683214640580288
"WWDO",681,1,4154.60315199372,4.77162972830487,NA,NA,NA
"WWDO",681,2,4153.9756546035,4.7660502706172,0.177517377727543,NA,NA
"WWDO",681,3,4140.59948655858,4.80636020893216,NA,-0.217909935904627,NA
"WWDO",681,4,4137.09722792984,4.80151992016282,0.2549415338868,-0.239784520950357,NA
"WWDO",681,5,4139.09685433989,4.80138813535172,0.252054147824185,-0.239582334011371,0.0061523780425747
"YBCH",27261,1,73540.387055174,4.31789412114248,NA,NA,NA
"YBCH",27261,2,73542.3820630378,4.31779371069768,0.000721373317136529,NA,NA
"YBCH",27261,3,72629.8748059337,4.47791894859943,NA,-0.271274010320411,NA
"YBCH",27261,4,72625.2054234465,4.48430286024493,-0.0228436006175937,-0.273544335595613,NA
"YBCH",27261,5,72619.6150782714,4.4767052268438,0.0156806500431155,-0.261818736693802,-0.0664739242432216
"YBCU",24583,1,51960.8022315136,4.36940660384618,NA,NA,NA
"YBCU",24583,2,51961.6777532148,4.36661461450713,0.0116222875909832,NA,NA
"YBCU",24583,3,51280.5720741274,4.59908059111729,NA,-0.327042524703407,NA
"YBCU",24583,4,51265.6640566469,4.61860565867984,-0.0460267074534983,-0.339062981703218,NA
"YBCU",24583,5,51266.3122356511,4.61188815235543,-0.0221635609642512,-0.330417827143258,-0.0361405977552393
"YBFL",5663,1,11143.7900431897,4.27609454186038,NA,NA,NA
"YBFL",5663,2,11145.7102707395,4.27656224464417,-0.00999970454162362,NA,NA
"YBFL",5663,3,8742.61546622554,4.70348950273718,NA,-0.867816637976067,NA
"YBFL",5663,4,8735.22678074236,4.7128475604762,-0.121752926780195,-0.873518977940538,NA
"YBFL",5663,5,8737.04305709884,4.71353180283854,-0.144269397243475,-0.874568605570417,0.057521863399544
"YBMA",352,1,839.567015760852,4.36454860466641,NA,NA,NA
"YBMA",352,2,836.30212467776,4.39550370728491,-0.18269869467354,NA,NA
"YBMA",352,3,838.321175091575,4.36148651079085,NA,10.4348285155579,NA
"YBMA",352,4,835.249978312926,4.39173699368337,-0.178880357028015,6.98352868384295,NA
"YBMA",352,5,837.249256225953,4.39190822745055,-0.179141588297063,9.99645680468648,3.99988643494821
"YBSA",15566,1,35308.0872765018,4.40905399166136,NA,NA,NA
"YBSA",15566,2,35288.934121777,4.41648473706475,-0.0673539191649047,NA,NA
"YBSA",15566,3,26772.9264544856,5.03482888907115,NA,-1.04965394377939,NA
"YBSA",15566,4,26681.0323066195,5.0667711188453,-0.152888724481699,-1.0687831050482,NA
"YBSA",15566,5,26538.9174018278,5.10261405479256,-0.504776312007436,-1.11445781139161,0.607701691175293
"YEWA",25529,1,72968.2488736497,4.20954531719264,NA,NA,NA
"YEWA",25529,2,72383.3294024093,4.24319107434714,-0.207195335294114,NA,NA
"YEWA",25529,3,72297.7332200043,4.28337057966719,NA,-0.190569463797934,NA
"YEWA",25529,4,71516.2099712841,4.33648354468247,-0.241338907388808,-0.222763775078822,NA
"YEWA",25529,5,71413.0571696496,4.3487017894905,-0.314189288063898,-0.249188347926131,0.254389745351776
"YHBL",2199,1,13530.4485312825,4.51799977825142,NA,NA,NA
"YHBL",2199,2,13532.3746550457,4.51641088375765,0.00469054496719788,NA,NA
"YHBL",2199,3,13454.0455486058,4.48563688074658,NA,0.260743277360138,NA
"YHBL",2199,4,13455.5015127491,4.48108046016058,0.0130220870212723,0.261818087204283,NA
"YHBL",2199,5,13425.7403607355,4.46883008397909,0.0516821451705442,0.381092352034015,-0.376006887197881
"YRWA",83936,1,300219.862310632,4.137198280492,NA,NA,NA
"YRWA",83936,2,300216.948290782,4.13615559604692,0.0123808989439655,NA,NA
"YRWA",83936,3,297899.64712324,4.24459775988069,NA,-0.178374797368602,NA
"YRWA",83936,4,297900.885843629,4.24387989048873,0.00513320824673035,-0.178007874487528,NA
"YRWA",83936,5,297701.679138772,4.25302578157844,-0.115550110058055,-0.192339168355824,0.21328716938528
"YSFL",4102,1,8947.22750050156,4.19002469437758,NA,NA,NA
"YSFL",4102,2,8946.63190963912,4.18132592068285,0.0443210450111044,NA,NA
"YSFL",4102,3,8927.72065244383,4.310881573279,NA,-0.156771956646248,NA
"YSFL",4102,4,8928.86501054124,4.30177173621397,0.0262129157714402,-0.15165613241454,NA
"YSFL",4102,5,8922.94817727769,4.26446601808222,0.21346385446144,-0.105287814369878,-0.258681452262272
"YTVI",7693,1,19522.0842361548,4.16591257871961,NA,NA,NA
"YTVI",7693,2,19523.9858012387,4.16469083541891,0.00512391983180904,NA,NA
"YTVI",7693,3,18512.9644265763,4.55406417956603,NA,-0.602762978348184,NA
"YTVI",7693,4,18513.02582799,4.56223494919758,-0.0230423067152491,-0.605650666836131,NA
"YTVI",7693,5,18482.3856157727,4.60826928917704,-0.217916840265116,-0.666716435876575,0.290886607051733
"YTWA",4351,1,11315.6458196326,3.94744566884511,NA,NA,NA
"YTWA",4351,2,11316.5512990994,3.94339134223717,0.0243681375741465,NA,NA
"YTWA",4351,3,11298.4198932079,4.04663381832693,NA,-0.125457119941559,NA
"YTWA",4351,4,11300.4173660811,4.04599089192055,0.00134660086082142,-0.125058511242796,NA
"YTWA",4351,5,11287.5728133594,4.00436981456917,0.21929954795407,-0.0745867322498323,-0.314002411661727
